age,gender,marital_status,education_level,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,num_of_open_accounts,num_of_delinquencies,loan_paid_back,annual_income_log,current_balance_log
62,female,married,high_school,unemployed,0.096,716.0,34799.57,car,9.31,60,6,1,1,11.306628460361758,11.099692716705505
50,male,married,bachelor's,employed,0.19,609.0,16976.36,debt_consolidation,16.96,36,3,5,1,9.090307181619472,7.173544441017355
75,male,married,bachelor's,employed,0.141,675.0,10713.62,other,12.16,36,6,1,1,10.812112376275492,9.794575738476173
36,female,married,master's,retired,0.094,812.0,25344.36,debt_consolidation,8.01,36,3,2,1,10.79104830260217,9.510216790248625
32,female,single,bachelor's,employed,0.17,776.0,2306.04,debt_consolidation,10.6,36,2,0,1,10.528713162561283,9.94843462720228
37,female,single,high_school,employed,0.161,643.0,20282.17,other,13.31,36,8,0,1,10.737804162756998,10.895618512484866
36,female,married,high_school,employed,0.211,727.0,39754.87,debt_consolidation,9.72,36,9,3,1,9.707831485006457,8.267482333871113
32,female,married,high_school,employed,0.059,697.0,17274.36,car,12.58,36,2,2,1,9.869541861955305,8.773325771517063
28,male,single,other,employed,0.157,756.0,14902.79,education,14.39,36,4,3,1,9.731971802155915,9.555165483149716
40,male,married,bachelor's,employed,0.154,708.0,8432.93,debt_consolidation,9.94,60,2,2,1,9.805702713286333,8.356747405587967
23,female,single,other,employed,0.173,673.0,25383.31,other,12.32,36,5,1,1,10.078094007656505,8.779960451593125
36,male,single,bachelor's,self-employed,0.45849999999999996,629.0,2202.2,other,12.36,36,8,0,1,10.393749281315205,10.104972234802933
50,male,married,bachelor's,student,0.143,737.0,5118.68,debt_consolidation,11.02,60,4,2,1,11.098530605040901,9.924798355688628
65,male,married,master's,employed,0.45849999999999996,716.0,5803.08,medical,8.49,60,9,2,1,11.673729334593244,9.488617354903722
43,male,married,master's,unemployed,0.057,708.0,19588.39,business,12.98,36,3,0,1,10.003140561320041,9.733786422081904
48,female,married,high_school,unemployed,0.087,661.0,500.0,debt_consolidation,10.98,60,6,4,0,10.454905832526357,8.681442423077446
71,female,single,high_school,employed,0.19,700.0,2034.58,car,8.03,60,1,6,1,10.55919736883047,10.117024305982955
60,female,single,high_school,employed,0.342,732.0,18425.76,vacation,10.28,60,6,6,1,9.96639521329355,8.81261870588688
74,female,married,master's,self-employed,0.296,736.0,22152.46,debt_consolidation,11.6,36,5,1,1,10.222525476617085,7.77378796988264
25,male,married,master's,retired,0.45849999999999996,605.0,15159.27,education,16.64,60,5,6,1,11.515414764092698,10.99155965475379
40,male,single,high_school,unemployed,0.094,628.0,26445.82,home,12.91,60,9,1,0,11.218304708766768,10.367091686120046
60,other,married,high_school,employed,0.046,794.0,21018.84,debt_consolidation,9.66,36,3,2,1,11.292281287617083,11.005123099882093
64,male,married,bachelor's,employed,0.255,657.0,3850.3,home,14.17,36,9,4,0,10.831933114262043,10.529774318448851
21,male,married,bachelor's,self-employed,0.316,585.0,8627.95,other,9.29,36,3,3,0,11.009008256390272,10.766693069702582
50,female,married,bachelor's,employed,0.398,563.0,7780.3,education,14.04,36,2,6,0,10.71811492583669,10.174895796650535
41,female,single,other,unemployed,0.033,718.0,18872.25,business,12.17,36,7,5,1,11.459045881650407,10.26703457952943
40,male,single,master's,employed,0.121,615.0,1838.51,other,12.64,36,4,1,1,8.74930282699558,9.04176786236184
26,female,married,high_school,employed,0.041,621.0,9996.83,debt_consolidation,16.3,36,6,0,1,9.843322918659018,8.486012073932663
42,other,married,high_school,employed,0.179,631.0,21647.43,other,15.34,60,4,1,0,9.613006901045908,10.023018836892591
38,male,single,bachelor's,self-employed,0.063,548.0,19604.45,debt_consolidation,14.88,36,6,2,1,10.090622091659622,8.338389439883523
28,female,married,bachelor's,employed,0.085,733.0,12725.24,debt_consolidation,6.98,36,1,0,1,10.531727077169972,10.329460268141695
59,male,married,master's,retired,0.369,823.0,5515.0,debt_consolidation,14.09,36,6,1,1,10.41356249461111,9.522863826439421
52,female,single,bachelor's,employed,0.256,556.0,12676.66,education,13.02,60,10,1,1,9.987974829998395,10.193021284607632
53,female,married,bachelor's,unemployed,0.298,695.0,3167.38,car,11.13,36,6,0,0,10.601668293448727,9.949647594297291
73,female,single,bachelor's,self-employed,0.168,667.0,500.0,debt_consolidation,9.16,36,4,2,1,10.707574182522238,10.272567337304796
36,male,single,high_school,self-employed,0.091,762.0,17344.63,debt_consolidation,12.83,36,4,1,1,10.817251294258396,10.33804436352065
32,male,married,bachelor's,self-employed,0.243,730.0,20235.52,debt_consolidation,12.9,36,4,3,1,10.95716453750381,10.548237766614298
58,male,single,master's,employed,0.132,737.0,14108.58,home,13.84,36,5,4,1,10.125658230762745,8.817471102179422
72,female,single,master's,employed,0.45849999999999996,585.0,24044.31,education,12.9,36,8,3,1,11.100906175060725,8.696411605104716
54,male,married,high_school,employed,0.148,686.0,6027.74,debt_consolidation,14.36,36,6,2,1,10.456632161772092,9.419973872144153
34,male,married,bachelor's,employed,0.214,636.0,13767.81,debt_consolidation,16.03,36,6,4,1,10.951800789235953,10.757487049565563
56,male,married,bachelor's,employed,0.155,632.0,8134.1,home,13.74,60,4,3,1,10.121100638983082,9.998946357658799
53,male,single,master's,employed,0.311,683.0,22699.75,home,11.51,36,5,4,1,11.529833613182918,11.166064491810117
43,male,single,bachelor's,employed,0.331,699.0,10703.46,debt_consolidation,10.28,36,10,3,1,10.802633346327365,9.669169928151584
70,female,married,master's,self-employed,0.259,764.0,4671.82,debt_consolidation,11.26,36,4,1,1,10.567582010274734,9.917238572403873
65,male,single,high_school,unemployed,0.087,645.0,17754.5,other,12.97,36,12,3,0,9.772397178200817,9.91544181477098
22,male,married,bachelor's,self-employed,0.328,622.0,21252.84,medical,11.84,36,6,4,0,11.152039380900032,10.048592586445082
61,female,single,master's,employed,0.252,658.0,47167.16,business,10.46,36,3,3,1,9.849126927115954,8.57738666147658
41,female,married,master's,employed,0.378,722.0,3824.35,debt_consolidation,11.19,60,3,5,1,11.830321400456542,11.356036539568104
22,male,single,high_school,employed,0.242,708.0,725.98,education,8.36,60,5,3,1,10.939663996780649,11.050453084540838
47,male,single,bachelor's,unemployed,0.058,657.0,15929.71,vacation,12.12,60,5,1,0,9.717357954347301,8.36879062614589
29,female,divorced,high_school,employed,0.296,685.0,7470.52,debt_consolidation,14.75,60,1,4,1,10.627900088056572,10.203173168339118
21,male,widowed,master's,employed,0.324,629.0,9292.41,debt_consolidation,12.5,36,9,3,0,11.680262140470074,11.480262594088499
31,female,single,master's,employed,0.079,648.0,17010.67,medical,15.34,60,10,1,1,10.491898744602775,10.683077073214928
23,male,married,high_school,self-employed,0.159,666.0,11706.27,business,12.63,36,1,4,1,10.285088155078633,8.677335599222049
72,male,married,bachelor's,employed,0.204,522.0,20404.19,home,18.72,36,5,2,1,10.686536906870177,8.422097588588626
43,male,single,bachelor's,employed,0.255,648.0,12521.81,home,14.23,36,5,2,1,10.047254074563773,9.051648228630302
46,female,single,high_school,employed,0.394,606.0,17977.4,business,12.74,36,3,6,0,11.300516961290898,9.563810887212911
24,female,single,phd,employed,0.056,634.0,13030.68,debt_consolidation,15.16,60,5,3,1,9.986287072094022,8.64947154932055
38,male,married,high_school,self-employed,0.227,740.0,4322.91,home,10.3,60,7,2,1,10.759182487178416,8.657306376446298
75,female,married,bachelor's,employed,0.315,698.0,10889.01,debt_consolidation,11.75,36,3,0,1,11.250428891750321,9.192724112834316
26,male,divorced,bachelor's,employed,0.185,643.0,14179.12,debt_consolidation,12.56,60,10,2,1,10.53376175750049,9.293521840888555
55,male,married,master's,unemployed,0.217,674.0,17673.41,vacation,10.92,36,3,2,0,11.274603045292109,9.811110167880724
42,female,married,high_school,employed,0.138,572.0,2854.29,debt_consolidation,14.58,36,4,4,1,10.386859242270406,9.459539119337268
63,male,married,bachelor's,employed,0.278,678.0,18206.85,debt_consolidation,13.69,60,8,1,1,9.824235990157938,9.993688337951108
35,female,married,high_school,employed,0.351,665.0,7981.23,home,14.32,36,3,2,1,10.945377273546011,9.49665626162508
42,female,single,master's,retired,0.073,657.0,21559.37,other,15.97,36,3,2,1,10.702119116082025,10.799358614782633
57,female,single,high_school,employed,0.185,675.0,19489.79,debt_consolidation,10.71,36,7,2,1,9.925003906641761,9.869359251016713
72,female,married,master's,employed,0.055,747.0,11823.57,car,16.71,36,8,1,1,10.448073818050462,9.905325362727954
62,male,married,bachelor's,self-employed,0.22,674.0,10856.61,medical,12.94,36,4,3,1,9.915243183546982,9.227113906395298
32,male,single,high_school,employed,0.238,743.0,10517.07,debt_consolidation,8.33,60,2,2,1,10.496308192365435,7.753232912332217
67,male,married,high_school,unemployed,0.281,742.0,15272.28,debt_consolidation,12.85,36,2,2,0,11.869414521632992,10.202986035413238
69,male,divorced,high_school,self-employed,0.376,594.0,30086.59,other,14.62,60,4,1,0,11.075387012307209,11.186400410682376
62,female,married,phd,student,0.149,744.0,2815.75,medical,8.37,36,9,2,1,10.876208522083195,10.754650149484661
58,male,married,bachelor's,employed,0.203,701.0,29108.8,car,9.12,36,4,5,1,10.601269476062615,9.68935019840231
38,female,married,phd,employed,0.163,653.0,15752.05,home,11.65,36,4,3,1,11.129486833101566,9.528675550613103
65,male,single,high_school,retired,0.081,669.0,29642.39,debt_consolidation,11.78,36,2,5,1,10.546549393048352,9.803135584249423
55,female,single,high_school,retired,0.165,749.0,42620.42,debt_consolidation,11.74,36,3,2,1,9.424527937911867,8.664462534777115
50,female,married,other,employed,0.254,726.0,5704.16,car,10.38,36,2,3,1,9.696587606628052,9.166379080014064
44,female,married,master's,employed,0.253,581.0,19430.38,education,16.0,36,6,6,1,10.17078730970511,9.344844166664537
62,male,single,master's,employed,0.231,636.0,500.0,car,11.6,60,6,3,0,10.247313044728912,9.081036601777985
50,female,married,phd,self-employed,0.335,612.0,11478.3,other,13.4,36,4,3,1,10.515416271995289,10.817762654392249
34,male,single,other,self-employed,0.052,613.0,10253.37,debt_consolidation,16.66,36,9,3,1,11.212149642295278,10.48075042496517
26,male,married,high_school,employed,0.32,624.0,27338.66,business,16.45,36,6,2,1,10.733777160579406,10.3778578838458
23,male,married,high_school,employed,0.074,685.0,27933.13,education,11.18,36,5,1,1,10.606856314286254,10.229335695662806
36,female,single,high_school,employed,0.215,771.0,9724.73,car,10.06,36,6,0,1,9.838473718455255,9.336420447360307
27,male,single,master's,employed,0.184,731.0,27317.61,debt_consolidation,11.62,36,6,3,1,10.407653147463542,8.276710176725324
72,female,divorced,bachelor's,employed,0.185,698.0,21901.38,debt_consolidation,12.35,36,5,0,1,10.127843169002507,9.336817944806267
34,other,single,bachelor's,employed,0.238,666.0,500.0,debt_consolidation,10.86,36,5,4,1,9.886475158914925,9.510904118258525
29,male,single,master's,employed,0.289,685.0,500.0,other,10.96,36,5,4,1,8.699681400989514,8.694967759641452
35,female,married,bachelor's,employed,0.267,683.0,28480.33,debt_consolidation,12.44,36,5,3,1,9.789940283341407,8.137217451575056
41,female,single,high_school,employed,0.192,723.0,7010.09,home,8.59,36,2,5,1,11.547002201300183,10.078242219157525
55,male,married,bachelor's,unemployed,0.06,731.0,12370.47,debt_consolidation,7.38,60,8,1,1,11.199277579752607,10.162578388253852
22,female,single,high_school,self-employed,0.203,747.0,500.0,vacation,11.65,36,5,2,1,9.987956450162544,9.28083797744956
47,male,married,bachelor's,self-employed,0.038,678.0,14184.1,debt_consolidation,12.86,36,6,1,1,10.210070375126884,9.803832949375943
22,female,single,high_school,employed,0.125,601.0,14357.98,business,14.21,60,6,2,1,12.008591723992385,10.369034076127349
55,male,married,high_school,self-employed,0.191,657.0,19525.09,debt_consolidation,10.36,36,4,2,1,11.928040264684705,11.437650797107056
38,male,married,master's,employed,0.152,685.0,10717.27,debt_consolidation,13.13,36,5,4,1,10.629340762085878,10.657230648618134
34,female,single,other,employed,0.111,537.0,4479.61,car,13.74,60,6,0,1,10.948883646596913,10.523074303321353
40,male,widowed,other,student,0.275,539.0,22917.9,other,14.67,36,11,6,0,10.679064359043075,9.846640972423929
38,male,single,high_school,employed,0.21,612.0,500.0,debt_consolidation,14.78,36,5,4,1,10.311608131757948,9.356390329369532
30,male,married,master's,employed,0.067,666.0,3597.28,car,11.43,36,6,1,0,10.665887670762885,9.347217287094299
45,male,widowed,bachelor's,employed,0.45849999999999996,610.0,22358.47,debt_consolidation,12.84,36,4,1,1,10.878215480259877,9.156674792259361
22,female,married,master's,unemployed,0.014,620.0,7271.44,debt_consolidation,12.29,36,1,5,0,11.131612921213609,9.931021977009898
45,female,married,master's,employed,0.302,559.0,16019.35,education,15.23,36,3,3,1,10.69708282754626,10.403808797993001
74,female,single,other,employed,0.128,657.0,26055.63,home,15.66,60,6,2,1,10.688287322975192,9.575040428387263
53,female,single,high_school,self-employed,0.105,692.0,7797.67,debt_consolidation,9.36,36,3,2,1,9.741093321145573,9.301888027810813
56,male,single,master's,student,0.143,685.0,4621.63,car,14.51,36,4,0,0,10.004819112842362,9.130500310435199
51,male,widowed,master's,employed,0.14,669.0,14600.33,debt_consolidation,17.0,60,6,0,0,9.41324448060426,7.399495937870659
34,female,widowed,high_school,employed,0.274,541.0,12257.61,other,15.76,36,4,6,1,10.784066336334842,9.269368425838367
21,female,single,bachelor's,student,0.248,728.0,15584.22,debt_consolidation,10.2,36,7,3,0,10.15742603497356,10.025803852958932
66,male,single,high_school,employed,0.047,711.0,14369.57,debt_consolidation,13.24,36,7,1,1,10.380497827807389,8.246166314630065
36,male,single,phd,employed,0.174,669.0,20195.71,debt_consolidation,10.13,60,6,2,0,10.551663778950434,10.355179860685611
74,female,single,master's,employed,0.455,634.0,8993.79,car,14.88,36,3,4,0,10.68096117553934,10.324742016771955
66,female,single,bachelor's,employed,0.175,629.0,15630.41,car,13.17,36,7,1,1,9.357623524225497,9.361450720390561
72,female,married,bachelor's,employed,0.282,604.0,8799.6,business,11.87,36,5,2,0,10.731609801868519,10.318292904442094
23,male,married,high_school,self-employed,0.116,654.0,500.0,business,12.24,60,6,4,1,10.263244093473805,10.285907823060048
55,female,married,master's,employed,0.061,572.0,3432.16,other,14.06,36,3,1,1,11.028404162424293,9.992308083685685
61,male,married,high_school,employed,0.3,791.0,18017.63,medical,9.02,60,7,2,1,10.308050587231719,9.80113251589813
26,male,married,bachelor's,employed,0.11,692.0,8491.65,car,13.1,60,3,0,1,10.133348491597863,10.355139120655693
45,female,married,master's,student,0.168,732.0,12122.21,debt_consolidation,11.78,60,6,4,1,11.184156085028041,10.244708140728571
33,male,married,bachelor's,employed,0.147,680.0,28485.33,car,11.32,36,4,5,1,9.92106417470846,9.540075680658964
73,male,single,bachelor's,employed,0.131,666.0,500.0,debt_consolidation,13.91,60,6,4,1,10.192126292235837,9.268680032314142
54,other,single,high_school,employed,0.268,693.0,37846.49,debt_consolidation,13.37,60,5,0,1,9.944443298111311,9.903958441650445
28,female,married,high_school,self-employed,0.076,818.0,29840.73,debt_consolidation,8.36,60,8,5,1,10.219315293303536,10.493803793140014
41,female,divorced,bachelor's,employed,0.054,665.0,27165.02,other,10.1,36,2,2,1,11.50938781485848,9.634279774556592
54,male,married,high_school,self-employed,0.45849999999999996,533.0,16934.04,business,16.85,36,8,6,1,9.773184656987564,9.615137923985014
24,male,divorced,bachelor's,retired,0.085,742.0,12682.62,debt_consolidation,11.23,60,5,4,1,10.347557158334793,8.58710910343684
45,female,single,bachelor's,employed,0.146,596.0,8816.92,debt_consolidation,14.65,60,7,5,1,10.972385201820716,10.35428319640113
35,female,married,bachelor's,employed,0.199,726.0,13804.28,debt_consolidation,9.39,36,6,3,1,10.365892383906534,10.465975497590867
24,female,married,bachelor's,student,0.288,563.0,22317.34,other,16.54,36,1,4,0,10.734931254440042,8.73551875484438
65,male,married,bachelor's,employed,0.26,563.0,5658.87,debt_consolidation,16.94,60,4,3,1,10.17976041173312,8.727220702302182
32,male,divorced,bachelor's,employed,0.099,718.0,7643.41,home,12.42,36,9,2,1,10.43594618624898,10.31123172826226
52,other,married,high_school,employed,0.277,697.0,33391.93,car,12.2,36,8,1,1,10.34594171884033,9.150700764873429
52,female,single,high_school,employed,0.195,654.0,23854.87,car,12.09,60,6,0,1,10.388358858095863,9.656773383959315
48,male,single,master's,employed,0.45849999999999996,639.0,11188.9,debt_consolidation,6.43,60,8,4,0,11.204225931610639,9.051410288975598
33,male,married,bachelor's,student,0.097,610.0,10507.37,debt_consolidation,17.32,36,5,1,1,10.136245140539199,9.745148697869146
51,female,divorced,bachelor's,employed,0.176,645.0,6930.2,other,13.92,36,4,4,1,10.686017151111677,10.016881414290529
34,male,single,bachelor's,employed,0.322,700.0,13197.78,car,10.2,36,4,3,1,11.075993218905646,10.992298127640307
40,male,married,high_school,retired,0.106,581.0,23468.49,other,14.05,36,6,3,1,10.831186759574924,10.721765816712654
38,male,married,high_school,employed,0.146,578.0,12992.56,debt_consolidation,12.56,36,5,2,0,10.33782902943384,9.987149242248897
49,female,single,bachelor's,self-employed,0.167,760.0,12568.74,other,11.6,36,9,3,1,11.309952977972904,10.738241277494204
26,male,single,bachelor's,employed,0.061,620.0,20828.77,other,11.32,36,3,0,1,10.596911194876993,8.71031785066381
52,other,single,bachelor's,unemployed,0.147,713.0,21798.19,medical,12.28,36,4,2,0,11.022266454537045,8.809328334216579
49,male,single,high_school,retired,0.118,644.0,15461.75,debt_consolidation,15.06,36,8,0,1,10.18311918195437,8.678806811244849
63,female,single,high_school,employed,0.01,646.0,12037.8,other,15.11,36,4,0,1,10.851590661947299,10.74305316744186
22,male,single,bachelor's,employed,0.184,555.0,1924.22,debt_consolidation,14.49,36,9,2,1,10.903604778373316,10.723305489030308
43,female,single,bachelor's,retired,0.077,705.0,26110.16,medical,15.11,36,4,1,1,10.040293826876958,9.554116583795363
39,other,married,phd,self-employed,0.175,636.0,22785.47,car,13.32,36,5,0,1,11.31457659420801,10.124413847553344
51,female,married,high_school,employed,0.253,704.0,10344.86,other,10.64,36,5,4,1,11.177478882186247,11.243614145498508
71,female,married,other,employed,0.268,739.0,9713.81,home,9.57,36,2,4,1,10.176590488976371,9.343332494220569
25,female,married,other,employed,0.058,734.0,26605.09,business,9.78,36,5,3,1,9.651210589738895,9.399155797886452
39,female,divorced,bachelor's,unemployed,0.376,751.0,13285.18,other,8.7,36,0,3,0,10.393672107612169,9.678519838448215
54,female,married,master's,employed,0.128,704.0,16484.02,car,15.57,36,2,3,1,10.44052492710044,9.239104683936608
30,other,divorced,other,self-employed,0.372,722.0,500.0,debt_consolidation,12.18,60,5,6,1,10.139008980877104,6.938168085390332
45,male,single,high_school,employed,0.321,594.0,12744.21,home,16.19,36,2,4,1,10.218213617258478,10.181366228339382
22,other,married,bachelor's,employed,0.162,718.0,29989.12,car,11.65,60,9,4,1,10.998262822587835,8.082006747858722
31,male,married,high_school,self-employed,0.148,683.0,1387.22,other,12.24,36,9,1,1,11.460347767142242,11.26105046531283
70,male,single,bachelor's,employed,0.223,695.0,13510.19,debt_consolidation,10.28,60,5,2,1,10.969136469989262,10.249862381954518
51,male,single,high_school,employed,0.167,738.0,20360.6,debt_consolidation,10.18,36,8,1,0,11.251019255579491,10.922058841862576
35,male,married,other,self-employed,0.221,728.0,19663.2,business,13.09,60,4,2,1,10.503043849454702,10.223992269852896
29,female,single,bachelor's,employed,0.094,599.0,28273.16,vacation,13.39,60,6,3,1,9.577897984283585,9.127518389025989
43,female,single,phd,self-employed,0.132,658.0,2491.27,debt_consolidation,11.24,36,2,0,1,10.169206951470708,7.940779607154882
39,female,married,high_school,employed,0.25,809.0,23787.84,debt_consolidation,11.02,36,2,1,1,10.065993231946122,8.269423900275623
29,female,married,bachelor's,employed,0.291,620.0,21254.15,other,18.21,60,3,5,1,11.090852506826034,9.85468641330647
55,female,divorced,bachelor's,employed,0.074,672.0,19493.31,debt_consolidation,11.26,60,2,1,1,9.23962535032362,8.2734769663962
41,female,married,bachelor's,employed,0.039,672.0,500.0,debt_consolidation,12.19,36,4,2,1,10.591613648522472,8.871606379512485
29,male,married,phd,employed,0.225,702.0,28143.45,car,10.24,36,6,4,1,10.40797412691561,8.058909415603633
48,female,single,bachelor's,unemployed,0.118,780.0,8769.95,debt_consolidation,10.75,36,4,0,1,10.716906003859643,10.224715976087333
66,female,married,high_school,self-employed,0.377,653.0,500.0,debt_consolidation,14.07,36,7,3,1,9.927435009518225,9.715947603587175
71,female,single,other,employed,0.202,791.0,11975.01,debt_consolidation,11.14,36,4,2,1,11.199020696614067,11.09609218334486
27,female,married,bachelor's,employed,0.194,710.0,7440.55,debt_consolidation,10.81,36,5,3,1,10.606457085463315,9.857390733055395
36,female,single,high_school,employed,0.183,686.0,14395.26,debt_consolidation,11.52,60,4,4,1,9.824817652131346,7.815090025477766
36,male,married,bachelor's,unemployed,0.15,667.0,15378.55,car,12.8,36,3,1,0,9.9115241722235,10.23864249333262
53,male,single,bachelor's,self-employed,0.177,726.0,24567.65,debt_consolidation,11.79,36,4,1,1,10.242176972246476,9.597839724705509
24,female,married,bachelor's,employed,0.299,710.0,20391.15,debt_consolidation,12.39,36,3,4,1,10.820649904439158,8.439676956188388
24,female,divorced,bachelor's,student,0.165,596.0,16050.89,debt_consolidation,14.1,60,8,5,0,10.044045699595326,8.678800005062794
59,female,single,bachelor's,unemployed,0.368,597.0,11409.52,debt_consolidation,15.67,36,8,6,0,10.863278864315498,10.128355216713215
60,male,married,high_school,self-employed,0.128,773.0,13294.72,home,7.24,60,7,0,1,10.473562452764577,8.802077353364355
37,male,married,bachelor's,employed,0.151,793.0,7824.27,vacation,8.41,36,7,2,1,11.392045927596952,11.026847411633993
57,female,married,master's,employed,0.011,489.5,7422.1,vacation,14.15,36,1,3,1,10.147999563414592,8.32940713138308
59,male,married,bachelor's,retired,0.161,646.0,17971.78,education,14.12,36,5,2,1,10.466552812766722,10.001846715826293
72,female,single,high_school,employed,0.107,750.0,14509.71,other,10.2,36,2,0,1,11.02655535251759,8.55498788829144
49,male,single,bachelor's,unemployed,0.081,597.0,15243.83,other,16.54,36,9,3,0,9.994983193501795,9.783159468489838
72,male,married,other,retired,0.146,701.0,16027.07,car,15.39,36,6,0,1,9.947035428463613,9.746585173588365
56,female,single,master's,employed,0.339,718.0,22245.35,other,11.24,60,4,5,0,9.804429357690324,9.182324568699226
58,male,single,bachelor's,self-employed,0.322,706.0,20045.07,debt_consolidation,11.57,60,8,5,1,10.852213334631497,10.690334526014114
59,female,single,high_school,employed,0.195,667.0,19708.9,home,11.33,36,2,3,1,9.632864477787564,8.187087843077228
70,female,married,bachelor's,self-employed,0.191,652.0,13025.66,education,16.59,60,6,2,0,10.671819197053097,10.52680972976915
57,male,widowed,high_school,employed,0.265,648.0,6602.02,medical,14.95,36,5,2,1,10.081106820880521,9.905900638700402
72,female,divorced,bachelor's,self-employed,0.153,765.0,500.0,debt_consolidation,12.53,60,4,2,1,10.084290039460788,7.2720163751662446
55,female,married,master's,employed,0.218,710.0,25192.24,debt_consolidation,13.45,36,7,1,1,9.366164793173697,9.081324483386672
27,male,married,bachelor's,employed,0.095,622.0,19805.81,education,14.55,36,2,2,0,10.438948518959917,10.77591563009928
47,male,single,high_school,employed,0.224,657.0,12198.91,other,13.46,36,5,6,1,10.05186617748791,8.307937752262195
48,male,married,bachelor's,employed,0.038,680.0,8207.09,car,13.45,36,5,0,1,10.369935806418626,8.688047584213729
42,female,single,master's,self-employed,0.257,677.0,28997.81,other,14.66,36,3,3,1,10.377043925806385,9.344576641116873
34,female,married,bachelor's,self-employed,0.064,663.0,20341.08,education,12.33,36,2,2,1,11.537476994438112,9.63902839531227
27,female,divorced,master's,self-employed,0.134,675.0,15614.51,debt_consolidation,13.41,60,8,2,1,9.95047848000191,9.076807836493865
57,female,married,high_school,employed,0.13,692.0,20269.14,other,12.65,36,5,5,0,10.802445129455801,9.348345990308125
42,female,married,master's,retired,0.168,742.0,15581.01,home,12.54,36,4,4,1,10.293184324640595,9.004062541427864
25,female,married,bachelor's,employed,0.246,591.0,500.0,debt_consolidation,15.42,36,4,2,1,10.849999973689776,9.811064102116353
75,female,divorced,bachelor's,employed,0.068,692.0,14386.68,other,11.58,36,5,0,1,10.389120283592515,9.37488400038707
22,male,single,bachelor's,employed,0.073,687.0,15919.75,medical,11.29,60,5,4,1,11.56616296316813,10.276288963200495
47,female,married,bachelor's,employed,0.211,769.0,27931.37,business,9.23,60,5,2,1,10.464270088128139,10.358677308682555
41,female,single,bachelor's,employed,0.372,721.0,17431.54,car,12.5,36,4,4,1,10.560764002480242,9.870272489311253
74,female,married,high_school,employed,0.122,749.0,11974.66,debt_consolidation,7.7,36,4,1,1,11.21329563480244,9.973995875146743
58,female,single,high_school,employed,0.127,724.0,7098.43,car,12.55,36,5,3,1,10.28438602345202,8.124778554252307
35,male,single,other,employed,0.158,651.0,22546.07,education,15.12,36,7,1,1,11.119156835578647,8.971278290485035
41,female,married,bachelor's,unemployed,0.351,667.0,25568.1,education,10.85,36,6,2,0,11.21625767494293,8.513385953073284
30,male,single,high_school,employed,0.331,719.0,7930.12,other,10.54,60,2,6,1,10.167334563345594,9.895563237925305
43,female,single,phd,unemployed,0.264,791.0,12286.58,debt_consolidation,10.19,36,6,2,0,10.983136161892764,10.640841074249186
59,male,married,high_school,employed,0.057,719.0,16201.9,other,12.55,60,0,3,1,9.92412561507281,10.097987155002782
25,female,married,bachelor's,self-employed,0.152,709.0,500.0,debt_consolidation,15.68,60,7,4,1,10.626167564126582,10.478934225284174
21,female,single,high_school,employed,0.121,772.0,30524.15,debt_consolidation,10.16,36,4,1,1,10.1066944835775,7.9771344123799715
33,female,married,other,employed,0.039,709.0,16497.22,debt_consolidation,8.61,60,4,0,1,10.459500572575944,10.200432714794543
41,male,married,bachelor's,employed,0.158,536.0,27802.99,debt_consolidation,14.55,36,4,3,1,10.911414998019197,10.165237397517389
46,other,married,master's,employed,0.305,576.0,18869.23,car,12.68,36,6,4,0,11.175587633830148,9.9059420378211
70,female,married,bachelor's,employed,0.09,609.0,500.0,vacation,15.76,60,5,1,1,9.099751769211878,8.104745763549163
65,female,single,high_school,self-employed,0.298,652.0,9431.16,debt_consolidation,12.0,60,3,5,1,9.976852784641023,7.939889388814569
41,male,single,bachelor's,employed,0.282,763.0,10965.21,home,9.11,36,7,3,0,11.313788071177816,10.74840687215093
73,female,single,bachelor's,retired,0.343,828.0,9560.19,debt_consolidation,5.93,60,5,1,1,10.500106762084945,8.60527000063133
38,male,single,other,self-employed,0.011,704.0,15267.43,debt_consolidation,9.82,60,10,2,1,10.481003037896421,9.717119419384534
57,female,single,master's,employed,0.292,695.0,13892.3,car,11.3,60,8,6,1,11.095677005051993,10.139257059944493
65,male,single,master's,employed,0.11,633.0,13810.86,education,15.6,36,4,1,1,9.029832369697663,8.729325945781822
52,female,married,bachelor's,self-employed,0.246,700.0,5653.49,debt_consolidation,11.07,36,8,3,1,9.902519083721561,8.91932341162876
56,female,married,bachelor's,employed,0.249,780.0,16294.34,debt_consolidation,13.04,36,6,5,1,11.093969259888437,9.276533461060973
37,male,divorced,bachelor's,employed,0.071,629.0,24902.09,debt_consolidation,11.84,36,2,2,1,9.491613953846796,9.162597609090467
55,female,single,bachelor's,retired,0.204,659.0,4632.08,debt_consolidation,11.64,36,7,2,1,10.521535308076887,9.154943934355805
69,female,single,master's,unemployed,0.353,501.0,18711.38,vacation,19.98,60,7,2,0,9.26317188270215,8.926420546721936
31,male,married,master's,retired,0.44,743.0,9530.82,vacation,13.37,36,5,0,1,10.176580215228556,9.824138021227002
41,female,single,master's,unemployed,0.166,637.0,14407.43,home,13.01,36,8,5,0,11.176541404461387,9.098742667656794
72,male,married,high_school,self-employed,0.35,603.0,22865.79,debt_consolidation,13.46,36,1,5,1,9.38370358906435,8.119047232865457
